StockCode,Description,TotalUnitsSold,TotalRevenue,ProductPopularityScore
22694,WICKER STAR,1794,4150.9199999999955,7446750.479999992
21843,RED RETROSPOT CAKE STAND,1691,18884.749999999993,3.193411224999999E7
21802,CHRISTMAS TREE HEART DECORATION,2124,919.9799999999997,1954037.5199999993
22276,WASH BAG VINTAGE ROSE PAISLEY,283,821.0099999999996,232345.8299999999
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1049,6858.950000000001,7195038.550000001
22374,AIRLINE BAG VINTAGE JET SET RED,551,2423.2699999999995,1335221.7699999998
90214C,"\"LETTER \"\"C\"\" BLING KEY RING\"",91,72.76999999999998,6622.069999999998
22732,3D VINTAGE CHRISTMAS STICKERS,1645,2162.750000000001,3557723.7500000014
22939,APRON APPLE DELIGHT,273,1387.39,378757.47000000003
20980,36 PENCILS TUBE POSY,70,65.66,4596.2
84078A,SET/4 WHITE RETRO STORAGE CUBES,380,15115.050000000014,5743719.000000006
90085,CRYSTAL STILETTO PHONE CHARM,34,36.75999999999999,1249.8399999999997
21973,SET OF 36 MUSHROOM PAPER DOILIES,158,229.09999999999997,36197.799999999996
35400,WOODEN BOX ADVENT CALENDAR,-6,-45.7,274.20000000000005
22214,CANDLE PLATE LACE WHITE,193,416.5999999999999,80403.79999999999
84877B,GREEN ROUND COMPACT MIRROR,144,210.55999999999997,30320.639999999996
85231b,CINAMMON SET OF 9 T-LIGHTS,3,4.92,14.76
m,Manual,1,2.55,2.55
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,43,450.07999999999987,19353.439999999995
79063D,"RETRO PILL BOX , REVOLUTIONARY",190,35.330000000000005,6712.700000000001
90180B,PURPLE AMETHYST NECKLACE W TASSEL,5,49.81,249.05
21414,SCALLOP SHELL SOAP DISH,1,2.1,2.1
23010,CIRCUS PARADE BABY GIFT SET,313,4845.699999999996,1516704.0999999987
90124C,GREEN MURANO TWIST NECKLACE,11,109.53999999999999,1204.9399999999998
22039,BOTANICAL LILY GIFT WRAP,225,94.5,21262.5
23040,PAPER LANTERN 9 POINT SNOW STAR,12,69.0,828.0
23288,GREEN VINTAGE SPOT BEAKER,4607,4429.060000000001,2.0404679420000006E7
20854,,-82,0.0,-0.0
85185D,,0,0.0,0.0
84751B,,-24,0.0,-0.0
21777,RECIPE BOX WITH METAL HEART,7,55.65000000000001,389.55000000000007
22915,ASSORTED BOTTLE TOP  MAGNETS,3062,1368.62,4190714.4399999995
22380,TOY TIDY SPACEBOY,1280,2746.1600000000008,3515084.8000000007
20658,RED RETROSPOT LUGGAGE TAG,422,638.36,269387.92
21372,MIRRORED WALL ART TABLE LAMP,75,107.74999999999999,8081.249999999999
20681,PINK POLKADOT CHILDRENS UMBRELLA,138,500.46,69063.48
85114A,BLACK ENCHANTED FOREST PLACEMAT,649,1105.21,717281.29
90161B,ANT COPPER TURQ BOUDICCA BRACELET,76,377.88,28718.88
21872,GLAMOROUS  MUG,1280,1442.2599999999998,1846092.7999999998
85159A,"BLACK TEA,COFFEE,SUGAR JARS",413,700.9499999999998,289492.3499999999
21399,BLUE POLKADOT COFFEE MUG,1955,831.0000000000005,1624605.000000001
22894,TABLECLOTH RED APPLES DESIGN,305,3027.380000000001,923350.9000000003
21819,GLITTER CHRISTMAS STAR,2473,1067.8199999999993,2640718.859999998
20659,ECONOMY LUGGAGE TAG,159,248.08999999999995,39446.30999999999
71495B,CD WALL TIDY RED FLOWERS,163,61.05,9951.15
20860,GOLD COSMETICS BAG WITH BUTTERFLY,1,2.1,2.1
90060B,FIRE POLISHED GLASS NECKL GOLD,1,5.95,5.95
90027C,GLASS BEAD HOOP EARRINGS GREEN,5,14.5,72.5
90123A,PINK HEART OF GLASS BRACELET,15,89.12,1336.8000000000002
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",162,63.28000000000001,10251.36
23052,RECYCLED ACAPULCO MAT TURQUOISE,653,5941.090000000005,3879531.7700000033
21815,?,-300,0.0,-0.0
23209,mailout,100,0.0,0.0
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,1700,2758.599999999999,4689619.999999998
16151A,FLOWERS HANDBAG blue and orange,49,61.25,3001.25
23106,ZINC PLANT POT HOLDER,8,23.12,184.96
21310,CAPIZ CHANDELIER,1,29.95,29.95
23120,PACK OF 6 SMALL FRUIT STRAWS,1644,665.1699999999996,1093539.4799999993
22618,"mouldy, unsaleable.",-1681,0.0,-0.0
21777,,-5,0.0,-0.0
71477,,14,0.0,0.0
84613C,,-173,0.0,-0.0
79302M,,73,0.0,0.0
72798C,,-2,0.0,-0.0
37479B,,9,0.0,0.0
71053,WHITE METAL LANTERN,1841,7916.749999999999,1.4574736749999998E7
22352,LUNCH BOX WITH CUTLERY RETROSPOT,3077,7832.920000000018,2.4101894840000056E7
84510A,SET OF 4 ENGLISH ROSE COASTERS,1200,1635.3200000000004,1962384.0000000005
20977,36 PENCILS TUBE WOODLAND,1666,2237.390000000001,3727491.740000001
21333,CLASSIC WHITE FRAME,56,168.16000000000003,9416.960000000001
22118,JOY WOODEN BLOCK LETTERS,232,901.4599999999996,209138.7199999999
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,889,134.83000000000004,119863.87000000004
21884,CAKES AND BOWS GIFT  TAPE,1166,413.7600000000001,482444.16000000015
22265,EASTER DECORATION NATURAL CHICK,540,366.1500000000001,197721.00000000006
90018A,SILVER M.O.P ORBIT DROP EARRINGS,45,189.08000000000007,8508.600000000004
22845,VINTAGE CREAM CAT FOOD CONTAINER,789,5315.179999999996,4193677.0199999968
20733,GOLD MINI TAPE MEASURE,936,742.0599999999998,694568.1599999998
35954,SMALL FOLKART STAR CHRISTMAS DEC,1293,359.6000000000001,464962.8000000001
22385,JUMBO BAG SPACEBOY DESIGN,8566,16866.719999999976,1.444803235199998E8
20615,BLUE POLKADOT PASSPORT COVER,313,466.9899999999998,146167.86999999994
22811,SET OF 6 T-LIGHTS CACTI,880,2416.3399999999997,2126379.1999999997
90162D,ANT SILVER PURPLE BOUDICCA RING,10,29.500000000000004,295.00000000000006
90185A,AMBER DIAMANTE EXPANDABLE RING,25,105.53000000000002,2638.2500000000005
22875,NUMBER TILE COTTAGE GARDEN 7,63,149.08999999999997,9392.669999999998
21293,MIRRORED DOVE WALL DECORATION,116,276.72,32099.520000000004
22720,SET OF 3 CAKE TINS PANTRY DESIGN,7336,37413.44000000017,2.744649958400012E8
85186C,BUNNY EGG GARLAND,508,260.7700000000001,132471.16000000006
21088,SET/6 FRUIT SALAD PAPER CUPS,1666,425.99999999999994,709715.9999999999
85160B,BLACK BIRD GARDEN DESIGN MUG,104,61.459999999999994,6391.839999999999
84993a,75 GREEN PETIT FOUR CASES,32,26.559999999999995,849.9199999999998
23283,DOORMAT VINTAGE LEAVES DESIGN,430,2881.1800000000017,1238907.4000000006
23162,REGENCY TEA STRAINER,1412,5143.690000000001,7262890.280000002
23237,SET OF 4 KNICK KNACK TINS LEAF,734,2967.8600000000024,2178409.2400000016
90130A,WHITE STONE/CRYSTAL EARRINGS,6,17.5,105.0
21491,,1,0.0,0.0
21282,,-1,0.0,-0.0
20716,,-78,0.0,-0.0
21272,,18,0.0,0.0
22780,LIGHT GARLAND BUTTERFILES PINK,1321,4938.090000000001,6523216.8900000015
85185D,FROG SOCK PUPPET,15,44.250000000000014,663.7500000000002
22264,FELT FARM ANIMAL WHITE BUNNY,1563,738.68,1154556.8399999999
22163,HEART STRING MEMO HOLDER HANGING,850,1023.0299999999995,869575.4999999995
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,40,17.159999999999997,686.3999999999999
37327,ASSTD MULTICOLOUR CIRCLES MUG,1576,838.9100000000003,1322122.1600000004
84916,HAND TOWEL PALE BLUE W FLOWERS,223,453.38999999999993,101105.96999999999
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,1,9.95,9.95
90040C,MURANO STYLE GLASS BRACELET GOLD,15,54.42,816.3000000000001
90190B,GOLD/AMBER DROP EARRINGS W LEAF,13,38.18,496.34
21503,TOYBOX  WRAP,725,288.5,209162.5
90163A,PINK ROSEBUD & PEARL NECKLACE,12,90.32,1083.84
23180,MUM'S KITCHEN CLOCK,121,616.14,74552.94
37479B,sold as set by dotcom,-30,0.0,-0.0
21431,,-21,0.0,-0.0
35271S,,-13,0.0,-0.0
21609,,-8,0.0,-0.0
21071,VINTAGE BILLBOARD DRINK ME MUG,989,1378.9200000000003,1363751.8800000004
84971S,SMALL HEART FLOWERS HOOK,1785,1560.8499999999995,2786117.249999999
22941,CHRISTMAS LIGHTS 10 REINDEER,1621,13383.669999999993,2.169492906999999E7
47570B,TEA TIME TABLE CLOTH,185,1727.2299999999996,319537.54999999993
22149,FELTCRAFT 6 FLOWER FRIENDS,5455,11215.58000000003,6.118098890000017E7
20777,CHRYSANTHEMUM NOTEBOOK,169,282.4899999999999,47740.80999999998
22744,MAKE YOUR OWN MONSOON CARD KIT,862,2067.940000000001,1782564.2800000007
21358,TOAST ITS - HAPPY BIRTHDAY,412,494.5400000000001,203750.48000000004
22854,CREAM SWEETHEART EGG HOLDER,764,3693.6700000000037,2821963.8800000027
22946,WOODEN ADVENT CALENDAR CREAM,437,6809.419999999998,2975716.539999999
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,817,729.25,595797.25
84993B,75 BLACK PETIT FOUR CASES,58,24.36,1412.8799999999999
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,35,97.13,3399.5499999999997
22293,HANGING CHICK GREEN DECORATION,907,1341.6699999999996,1216894.6899999997
35610C,WHITE CHRISTMAS FLOCK DROPLET,25,32.51,812.75
22858,EASTER TIN KEEPSAKE,1119,1849.2300000000007,2069288.3700000008
37342,POLKADOT COFFEE CUP & SAUCER PINK,1514,1443.3300000000017,2185201.6200000024
23256,CHILDRENS CUTLERY SPACEBOY,1991,8187.969999999996,1.6302248269999992E7
22948,sold as set on dotcom,-108,0.0,-0.0
23218,LAUREL STAR ANTIQUE GOLD,379,483.03,183068.37
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1608,1313.3900000000015,2111931.1200000024
21692,,-76,0.0,-0.0
21009,,1,0.0,0.0
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4963,6738.350000000004,3.344243105000002E7
22551,PLASTERS IN TIN SPACEBOY,8053,13567.460000000017,1.0925875538000014E8
22508,DOORSTOP RETROSPOT HEART,1577,6462.130000000002,1.0190779010000004E7
90200D,PINK SWEETHEART BRACELET,176,729.5699999999999,128404.31999999999
22976,CIRCUS PARADE CHILDRENS EGG CUP,1054,1374.01,1448206.54
20971,PINK BLUE FELT CRAFT TRINKET BOX,8384,11059.330000000004,9.272142272000003E7
21917,SET 12 KIDS  WHITE CHALK STICKS,4143,1698.570000000001,7037175.510000004
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,153,2541.130000000002,388792.8900000003
21167,WHITE SAGE INCENSE,1382,326.64000000000004,451416.48000000004
84673A,PINK FLY SWAT,92,63.71999999999998,5862.239999999998
85163A,WHITE BAROQUE WALL CLOCK,66,558.9999999999999,36893.99999999999
gift_0001_30,Dotcomgiftshop Gift Voucher £30.00,7,175.53,1228.71
84708B,PINK JEWELLED PHOTO FRAME,62,326.35,20233.7
45013,FOLDING SHOE TIDY,3,8.850000000000001,26.550000000000004
71510,SQUARE METAL CANDLEHOLDER BASE,52,36.52,1899.0400000000002
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,1,5.95,5.95
84732D,CUTE RABBIT CEATURE SCREEN,11,4.29,47.19
22501,incorrectly put back into stock,-108,0.0,-0.0
85226A,,1,0.0,0.0
75013B,,2,0.0,0.0
46115B,,-2,0.0,-0.0
84906,,7,0.0,0.0
20774,,-3,0.0,-0.0
84595E,,10,0.0,0.0
23432,PRETTY HANGING QUILTED HEARTS,1278,1090.0200000000007,1393045.5600000008
23623,SET 10 CARD CHRISTMAS WELCOME 17112,8,23.28,186.24
21352,check,-23,0.0,-0.0
22848,check,2,0.0,0.0
21519,check,-80,0.0,-0.0
20956,check,-152,0.0,-0.0
22121,,21,0.0,0.0
23507,MINI PLAYING CARDS BUFFALO BILL,2884,1156.5099999999993,3335374.839999998
21098,damages?,-231,0.0,-0.0
51014c,"FEATHER PEN,COAL BLACK",1,0.83,0.83
90120D,,-18,0.0,-0.0
23393,HOME SWEET HOME CUSHION COVER,786,3151.659999999999,2477204.7599999993
23465,TUSCAN VILLA FEEDING STATION,12,99.0,1188.0
22569,?,-84,0.0,-0.0
23463,VINTAGE ZINC WATERING CAN,13,139.4,1812.2
84859C,wet?,-153,0.0,-0.0
85036A,,-82,0.0,-0.0
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,1816,2163.640000000001,3929170.2400000016
23454,SET OF 3 MINI HANGING PORTRAITS,32,123.2,3942.4
23029,damages,-20,0.0,-0.0
23072,damages,-50,0.0,-0.0
35598A,,8,0.0,0.0
22893,,-42,0.0,-0.0
79157B,UBO-LIGHT TRIOBASE BLUE,4,3.4,13.6
85185B,PINK HORSE SOCK PUPPET KIT,43,126.85000000000005,5454.550000000002
35648,check,-56,0.0,-0.0
90164A,,-15,0.0,-0.0
23416,CHAMBRE HOOK,132,184.68,24377.760000000002
21830,damaged,192,0.0,0.0
23520,EMBROIDERED RIBBON REEL RUBY,168,604.3000000000001,101522.40000000001
46776b,WOVEN BERRIES CUSHION COVER,1,4.13,4.13
82582,??,-130,0.0,-0.0
85127,found,6,0.0,0.0
90164B,,-14,0.0,-0.0
23515,EMBROIDERED RIBBON REEL DAISY,579,1164.980000000001,674523.4200000005
23603,SET 10 CARD KRAFT REINDEER 17084,20,49.80000000000002,996.0000000000003
23496,PANTRY KITCHEN THERMOMETER,112,154.52,17306.24
79323B,"Unsaleable, destroyed.",-1671,0.0,-0.0
22892,check,-62,0.0,-0.0
21181,,10,0.0,0.0
23467,VINTAGE ZINC PLANTER,32,120.08000000000001,3842.5600000000004
23462,ROCOCO WALL MIRROR WHITE,60,1217.0400000000004,73022.40000000002
23032,damages,-60,0.0,-0.0
84507C,adjustment,4,0.0,0.0
20711,check,-220,0.0,-0.0
22759,found,96,0.0,0.0
21643,damaged,-9,0.0,-0.0
23065,,-13,0.0,-0.0
B,Adjust bad debt,3,-11062.06,-33186.18
22087,Amazon,6,0.0,0.0
84508A,check,-39,0.0,-0.0
23440,PAINT YOUR OWN EGGS IN CRATE,164,299.36,49095.04
22577,check,-300,0.0,-0.0
47343A,,-16,0.0,-0.0
21071,,1,0.0,0.0
23453,OVAL  MINI PORTRAIT FRAME,324,631.5800000000002,204631.92000000004
22117,check,184,0.0,0.0
23598,PAPER BUNTING VINTAGE PARTY,428,1218.4800000000005,521509.4400000002
21992,check,13,0.0,0.0
85034A,check,24,0.0,0.0
90014B,,-1,0.0,-0.0
23304,SET 4 PICNIC CUTLERY CHERRY,71,138.45000000000002,9829.95
21693,mixed up,-87,0.0,-0.0
23418,LAVENDER TOILETTE BOTTLE,558,1168.0800000000002,651788.6400000001
84206B,CAT WITH SUNGLASSES BLANK CARD,5,0.95,4.75
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,3027,1380.2299999999977,4177956.209999993
85185B,Found in w/hse,50,0.0,0.0
23269,incorrect stock entry.,-1440,0.0,-0.0
23571,TRADITIONAL NAUGHTS & CROSSES,2859,6436.610000000005,1.8402267990000013E7
23582,VINTAGE DOILY JUMBO BAG RED,4694,10010.770000000002,4.699055438000001E7
21618,CHECK,-54,0.0,-0.0
23429,RED RETRO KITCHEN WALL CLOCK,47,400.01000000000005,18800.47
90082D,,-19,0.0,-0.0
17012B,check,-70,0.0,-0.0
17136A,check,3,0.0,0.0
22687,,-23,0.0,-0.0
23471,SIX DRAWER OFFICE TIDY,66,626.74,41364.840000000004
20713,Marked as 23343,400,0.0,0.0
20713,wrongly coded 23343,1000,0.0,0.0
23495,SET OF 3 PANTRY WOODEN SPOONS,225,306.65999999999997,68998.5
22522,check,-126,0.0,-0.0
71053,WHITE MOROCCAN METAL LANTERN,70,385.3000000000001,26971.000000000007
22578,lost,-1050,0.0,-0.0
23358,HOT STUFF HOT WATER BOTTLE,557,1886.19,1050607.83
23530,"WALL ART,ONLY ONE PERSON",6,29.700000000000003,178.20000000000002
22121,?,-90,0.0,-0.0
85136A,damages,-77,0.0,-0.0
21642,check,-138,0.0,-0.0
23630,SET 10 CARDS HANGING BAUBLES 17080,1,2.49,2.49
46776f,WOVEN ROSE GARDEN CUSHION COVER,7,28.91,202.37
22606,check,9,0.0,0.0
23561,SET OF 6 RIBBONS PARTY,170,475.99999999999994,80919.99999999999
22268,,-86,0.0,-0.0
23424,GINGHAM RECIPE BOOK BOX,465,2524.4699999999975,1173878.5499999989
23422,PANTRY HOOK BALLOON WHISK,213,477.88999999999993,101790.56999999998
20665,adjustment,-15,0.0,-0.0
85036C,check,-4,0.0,-0.0
21638,,-33,0.0,-0.0
23355,HOT WATER BOTTLE KEEP CALM,5745,28424.95,1.6330133775E8
23528,WALL ART SPACEBOY,173,618.5900000000001,107016.07000000002
23452,HEART MINI PORTRAIT FRAME,517,1019.8100000000007,527241.7700000004
23579,Sale error,4,0.0,0.0
23615,SET 10 CARDS PRINTED GRAPHIC 17219,4,9.96,39.84
23118,check,-6,0.0,-0.0
23649,SET 10 CARDS DECK THE HALLS 16960,2,4.98,9.96
21830,,54,0.0,0.0
82483,crushed,-13,0.0,-0.0
22035,taig adjust,37,0.0,0.0
23539,WALL ART LOVES' SECRET,239,1180.35,282103.64999999997
23537,I LOVE LONDON WALL ART,12,59.400000000000006,712.8000000000001
23482,PEARLISED IVORY HEART LARGE,418,661.0199999999999,276306.3599999999
23462,damages,-34,0.0,-0.0
82600,check,3,0.0,0.0
23597,PAPER BUNTING PAISLEY PARK,245,667.2700000000001,163481.15000000002
23578,SNACK TRAY RED GINGHAM,60,125.71999999999998,7543.199999999999
21179,,-60,0.0,-0.0
21407,,-19,0.0,-0.0
22129,PARTY CONES CANDY DECORATION,454,621.96,282369.84
21829,?missing,-1897,0.0,-0.0
23369,SET 36 COLOUR PENCILS LOVE LONDON,1105,1581.0600000000009,1747071.300000001
23552,BICYCLE PUNCTURE REPAIR KIT,1864,3883.9900000000007,7239757.360000001
23371,SET 36 COLOUR PENCILS SPACEBOY,1712,2313.5300000000016,3960763.3600000027
23524,WALL ART HORSE & PONY,219,737.8200000000002,161582.58000000005
22427,damages,-29,0.0,-0.0
82001s,SILVER RECORD COVER FRAME,78,581.8799999999999,45386.63999999999
20751,check,-35,0.0,-0.0
21823,damaged,-6,0.0,-0.0
23506,MINI PLAYING CARDS SPACEBOY,2747,1139.1999999999994,3129382.399999998
23534,WALL ART STOP FOR TEA,863,6000.500000000002,5178431.500000002
23343,20713 wrongly marked,-200,0.0,-0.0
84818,damages,-70,0.0,-0.0
85036C,damages wax,-1560,0.0,-0.0
23015,CORDIAL JUG,6,49.5,297.0
23510,MINI PLAYING CARDS GYMKHANA,2522,1119.2199999999993,2822672.8399999985
21174,found,71,0.0,0.0
23497,CLASSIC CROME BICYCLE BELL,60,77.4,4644.0
23306,,-56,0.0,-0.0
21808,,5,0.0,0.0
82583,amazon,64,0.0,0.0
47503H,found,66,0.0,0.0
35592T,,4,0.0,0.0
84971L,,2,0.0,0.0
21507,ELEPHANT BIRTHDAY CARD,1110,474.78000000000026,527005.8000000003
23409,PHOTO FRAME LINEN AND LACE LARGE,208,775.4300000000001,161289.44
23303,SET 4 PICNIC CUTLERY FONDANT,65,126.75,8238.75
22147,check,-80,0.0,-0.0
23697,A PRETTY THANK YOU CARD,456,194.58,88728.48000000001
20752,check,-10,0.0,-0.0
85107,,65,0.0,0.0
22125,,1,0.0,0.0
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,13,2.47,32.11
84876D,damaged,-2,0.0,-0.0
85035B,check,-36,0.0,-0.0
23084,Amazon,1,0.0,0.0
72817,dotcomstock,4,0.0,0.0
90014C,SILVER AND BLACK ORBIT NECKLACE,2,13.350000000000001,26.700000000000003
23468,TUSCAN VILLA BIRD TABLE,19,156.75,2978.25
23428,IVORY RETRO KITCHEN WALL CLOCK,75,659.6100000000001,49470.75000000001
23412,,4,0.0,0.0
79030D,,13,0.0,0.0
22927,damaged,-5,0.0,-0.0
23489,VINTAGE BELLS GARLAND,821,2443.3500000000004,2005990.3500000003
23560,SET OF 6 RIBBONS COUNTRY STYLE,173,502.07000000000005,86858.11000000002
84929,found,600,0.0,0.0
84875D,found,5,0.0,0.0
85123A,CREAM HANGING HEART T-LIGHT HOLDER,61,178.50999999999996,10889.109999999997
23607,SET 10 CARDS HATS & STOCKINGS 17081,8,13.28,106.24
23343,wrongly coded 20713,-200,0.0,-0.0
90069,RUBY GLASS CLUSTER NECKLACE,2,15.0,30.0
85204,lost??,-1131,0.0,-0.0
23557,LANDMARK FRAME BAKER STREET,350,3930.27,1375594.5
20678,LARGE BLACK DIAMANTE HAIRSLIDE,4,6.6,26.4
23644,SET 10 CARDS CHRISTMAS TREE 16955,5,16.65,83.25
20713,wrongly marked 23343,200,0.0,0.0
85136C,damages,-36,0.0,-0.0
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,459,2396.8400000000006,1100149.5600000003
23470,CARD HOLDER LOVE BIRD LARGE,220,1389.8000000000002,305756.00000000006
22049,damaged,-100,0.0,-0.0
23367,SET 12 COLOUR PENCILS SPACEBOY,3269,2485.350000000004,8124609.150000013
23661,MILK MAIDS MUG,199,360.59,71757.40999999999
22804,PINK HANGING HEART T-LIGHT HOLDER,716,1244.3600000000004,890961.7600000002
23487,SWEET HEART CAKE CARRIER,71,706.0300000000002,50128.13000000001
35810A,check,-78,0.0,-0.0
23423,PANTRY 3 HOOK ROLLING PIN HANGER,214,858.1500000000002,183644.10000000003
23568,EGG CUP HENRIETTA HEN CREAM,629,786.2700000000002,494563.83000000013
23499,SET 12 VINTAGE DOILY CHALK,1315,587.4899999999999,772549.3499999999
20713,Found,100,0.0,0.0
20898,check,-10,0.0,-0.0
85054,check,-39,0.0,-0.0
22575,missing?,-130,0.0,-0.0
21395,,-38,0.0,-0.0
37489A,,2,0.0,0.0
23437,GIFT BAG LARGE 50'S CHRISTMAS,24,30.0,720.0
90014B,GOLD M.O.P. ORBIT NECKLACE,2,5.9,11.8
23454,THREE MINI HANGING FRAMES,145,622.4499999999997,90255.24999999996
21243,PINK POLKADOT PLATE,220,377.56,83063.2
85172,check,-145,0.0,-0.0
23542,70'S ALPHABET WALL ART,150,1043.1,156465.0
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,1,3.33,3.33
23412,?,-30,0.0,-0.0
72818,check,-26,0.0,-0.0
72807C,damages,-149,0.0,-0.0
90209C,,-71,0.0,-0.0
23626,SET 10 CARDS DINKY TREE 17076,43,107.07,4604.009999999999
23491,VINTAGE JINGLE BELLS HEART,227,1889.5100000000002,428918.7700000001
22947,,5,0.0,0.0
20935,ROUND CACTUS CANDLE,6,17.700000000000003,106.20000000000002
23528,SPACEBOY WALL ART,306,885.9000000000001,271085.4
23498,CLASSIC BICYCLE CLIPS,1644,2378.4799999999996,3910221.119999999
82494L,crushed ctn,-33,0.0,-0.0
35607B,thrown away,-9,0.0,-0.0
90014A,SILVER M.O.P. ORBIT NECKLACE,11,54.8,602.8
84050,check,14,0.0,0.0
23057,rusty throw away,-280,0.0,-0.0
gift_0001_10,,30,0.0,0.0
23084,for online retail orders,1,0.0,0.0
21098,,-110,0.0,-0.0
23396,BUTTERFLY CUSHION COVER,8,30.0,240.0
23553,LANDMARK FRAME CAMDEN TOWN,569,6457.150000000001,3674118.35
85107,check?,374,0.0,0.0
20665,,-49,0.0,-0.0
23494,VINTAGE DOILY DELUXE SEWING KIT,748,4991.0599999999995,3733312.8799999994
47503A,check,121,0.0,0.0
23380,PACK OF 12 VINTAGE DOILY TISSUES,2236,941.3799999999998,2104925.6799999997
23114,VINTAGE LEAF CHOPPING BOARD,146,723.1,105572.6
23529,DOLLY GIRL WALL ART,318,1055.94,335788.92000000004
22587,check,-41,0.0,-0.0
16207A,,1,0.0,0.0
21110,,-151,0.0,-0.0
21394,damages,-35,0.0,-0.0
23131,?,-49,0.0,-0.0
20977,,-204,0.0,-0.0
21803,,20,0.0,0.0
23064,Crushed,-8,0.0,-0.0
23604,SET 10 MINI SANTA & SNOWMAN  17087,4,6.64,26.56
21804,dotcom,4,0.0,0.0
23389,SPACEBOY MINI BACKPACK,1107,4718.289999999997,5223147.029999997
22823,test,0,0.0,0.0
79051A,SMOKEY GREY COLOUR GLASS,240,85.91999999999997,20620.799999999992
23664,FLOWER SHOP DESIGN MUG,1,1.65,1.65
23442,12 HANGING EGGS HAND PAINTED,42,87.36,3669.12
85125,,3,0.0,0.0
23116,VEGETABLE GARDEN CHOPPING BOARD,78,392.3399999999999,30602.519999999993
35954,counted,-430,0.0,-0.0
21288,,-22,0.0,-0.0
23400,,1,0.0,0.0
35954,check,24,0.0,0.0
21823,amazon adjust,10,0.0,0.0
21830,sold as 1,-252,0.0,-0.0
23426,METAL SIGN DROP YOUR PANTS,1271,3432.87,4363177.77
72807A,damages,-56,0.0,-0.0
23500,KEY RING BASEBALL BOOT ASSORTED,1631,2044.5800000000004,3334709.9800000004
90210D,check,-28,0.0,-0.0
10080,check,22,0.0,0.0
22848,AMAZON,1,0.0,0.0
90214U,"\"LETTER \"\"U\"\" BLING KEY RING\"",12,3.4799999999999995,41.75999999999999
23268,,8,0.0,0.0
23541,,20,0.0,0.0
15060b,FAIRY CAKE DESIGN UMBRELLA,3,24.869999999999997,74.60999999999999
22687,had been put aside,20,0.0,0.0
90162A,ANT SILVER TURQUOISE BOUDICCA RING,6,17.700000000000003,106.20000000000002
23616,SET 10 CARDS JINGLE BELLS 17217,8,19.92,159.36
23433,HANGING QUILTED PATCHWORK APPLES,1211,1069.5700000000006,1295249.2700000007
23509,MINI PLAYING CARDS FUN FAIR,1065,452.7199999999997,482146.79999999964
23516,EMBROIDERED RIBBON REEL SOPHIE,297,1062.35,315517.94999999995
23525,BUFFALO BILL WALL ART,248,852.72,211474.56
21424,damages,-40,0.0,-0.0
23348,sold with wrong barcode,-57,0.0,-0.0
20980,,-7,0.0,-0.0
84877D,,-1,0.0,-0.0
21179,damaged,-14,0.0,-0.0
23532,WALL ART WORK REST AND PLAY,210,901.5800000000005,189331.8000000001
21159,damaged,-40,0.0,-0.0
23071,damages,-65,0.0,-0.0
35597D,PINK/WHITE CHRISTMAS TREE 30CM,46,17.48,804.08
23370,SET 36 COLOURING PENCILS DOILY,1489,2075.3500000000013,3090196.150000002
21888,check,-57,0.0,-0.0
90210C,,-10,0.0,-0.0
90183c,BLACK DROP EARRINGS W LONG BEADS,1,2.9,2.9
22271,check,-43,0.0,-0.0
35817P,PINK ACRYLIC JEWEL SNOWFLAKE,12,4.5600000000000005,54.720000000000006
23392,SPACEBOY ROCKET LOLLY MAKERS,643,1435.5100000000016,923032.930000001
84249A,damaged,-25,0.0,-0.0
79163,,-141,0.0,-0.0
23539,"WALL ART , LOVES' SECRET",8,47.6,380.8
23465,TUSCAN VILLA BIRD FEEDER,17,148.63,2526.71
21174,,-75,0.0,-0.0
22943,,24,0.0,0.0
22810,,33,0.0,0.0
23391,I LOVE LONDON MINI RUCKSACK,1,4.15,4.15
21591,check,-267,0.0,-0.0
84508C,check,-21,0.0,-0.0
23159,,-99,0.0,-0.0
35817P,thrown away,-44,0.0,-0.0
21539,check,4,0.0,0.0
22157,,31,0.0,0.0
23325,RUSTIC STRAWBERRY JAM POT SMALL,408,651.8399999999999,265950.72
23629,SET 10 CARDS DRESSING UP 17077,24,59.76000000000001,1434.2400000000002
23370,SET 36 COLOURING PENCILS DOILEY,1,1.25,1.25
84665,water damaged,-15,0.0,-0.0
